census_tract,PlaceType,count_of_Active_PlaceStatus
17031031000,Arts and Entertainment,8
17031031000,Childcare and Schools,1
17031031000,Dining,9
17031031000,"Financial, Insurance, Real Estate, Legal, and Professional",22
17031031000,Health Services,27
17031031000,Personal Service,8
17031031000,Public Services,3
17031031000,Retail,12
17031031000,Social Services & Political Advocacy,4
17031031000,Trade Service,38
17031031000,Unknown,1
17031031000,"Wholesale, storage and transit",1
17031031100,Arts and Entertainment,11
17031031100,Childcare and Schools,1
17031031100,Dining,8
17031031100,"Financial, Insurance, Real Estate, Legal, and Professional",28
17031031100,Fitness,1
17031031100,Health Services,6
17031031100,Personal Service,7
17031031100,Public Services,3
17031031100,Religious (except school or residence),2
17031031100,Retail,10
17031031100,Service or Programmed Residential Space,3
17031031100,Social Services & Political Advocacy,2
17031031100,Trade Service,15
17031031100,"Wholesale, storage and transit",4
17031031200,Arts and Entertainment,5
17031031200,Childcare and Schools,4
17031031200,Dining,30
17031031200,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031031200,Health Services,16
17031031200,Personal Service,7
17031031200,Public Services,1
17031031200,Religious (except school or residence),2
17031031200,Retail,26
17031031200,Service or Programmed Residential Space,10
17031031200,Social Services & Political Advocacy,6
17031031200,Trade Service,7
17031031200,"Wholesale, storage and transit",1
17031031300,Arts and Entertainment,9
17031031300,Childcare and Schools,5
17031031300,Dining,1
17031031300,"Financial, Insurance, Real Estate, Legal, and Professional",32
17031031300,Fitness,3
17031031300,Health Services,7
17031031300,Industrial,2
17031031300,Personal Service,2
17031031300,Religious (except school or residence),1
17031031300,Retail,11
17031031300,Service or Programmed Residential Space,5
17031031300,Social Services & Political Advocacy,4
17031031300,Trade Service,13
17031031300,Unknown,1
17031031300,"Wholesale, storage and transit",8
17031031400,Arts and Entertainment,6
17031031400,Childcare and Schools,6
17031031400,Dining,2
17031031400,"Financial, Insurance, Real Estate, Legal, and Professional",40
17031031400,Health Services,39
17031031400,Industrial,1
17031031400,Personal Service,5
17031031400,Public Services,1
17031031400,Retail,13
17031031400,Social Services & Political Advocacy,2
17031031400,Trade Service,14
17031031400,"Wholesale, storage and transit",6
17031031501,Arts and Entertainment,2
17031031501,Childcare and Schools,4
17031031501,Dining,2
17031031501,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031031501,Health Services,5
17031031501,Personal Service,1
17031031501,Religious (except school or residence),5
17031031501,Retail,4
17031031501,Service or Programmed Residential Space,4
17031031501,Social Services & Political Advocacy,2
17031031501,Trade Service,11
17031031501,"Wholesale, storage and transit",2
17031031502,Arts and Entertainment,2
17031031502,Childcare and Schools,1
17031031502,Dining,3
17031031502,"Financial, Insurance, Real Estate, Legal, and Professional",14
17031031502,Health Services,2
17031031502,Other,2
17031031502,Personal Service,5
17031031502,Religious (except school or residence),1
17031031502,Retail,10
17031031502,Service or Programmed Residential Space,2
17031031502,Social Services & Political Advocacy,4
17031031502,Trade Service,5
17031031700,Arts and Entertainment,10
17031031700,Childcare and Schools,2
17031031700,Dining,17
17031031700,"Financial, Insurance, Real Estate, Legal, and Professional",24
17031031700,Fitness,1
17031031700,Health Services,9
17031031700,Industrial,1
17031031700,Personal Service,7
17031031700,Religious (except school or residence),3
17031031700,Retail,17
17031031700,Service or Programmed Residential Space,19
17031031700,Social Services & Political Advocacy,9
17031031700,Trade Service,21
17031031700,"Wholesale, storage and transit",6
17031031800,Arts and Entertainment,5
17031031800,Childcare and Schools,6
17031031800,Dining,6
17031031800,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031031800,Health Services,5
17031031800,Other,1
17031031800,Personal Service,3
17031031800,Public Services,1
17031031800,Religious (except school or residence),1
17031031800,Retail,8
17031031800,Social Services & Political Advocacy,1
17031031800,Trade Service,18
17031031800,"Wholesale, storage and transit",3
17031031900,Arts and Entertainment,5
17031031900,Childcare and Schools,1
17031031900,Dining,4
17031031900,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031031900,Fitness,2
17031031900,Health Services,8
17031031900,Industrial,1
17031031900,Personal Service,11
17031031900,Religious (except school or residence),3
17031031900,Retail,12
17031031900,Social Services & Political Advocacy,3
17031031900,Trade Service,16
17031031900,"Wholesale, storage and transit",4
17031032100,Arts and Entertainment,5
17031032100,Childcare and Schools,3
17031032100,Dining,7
17031032100,"Financial, Insurance, Real Estate, Legal, and Professional",32
17031032100,Fitness,2
17031032100,Health Services,32
17031032100,Other,1
17031032100,Personal Service,7
17031032100,Public Services,3
17031032100,Religious (except school or residence),1
17031032100,Retail,14
17031032100,Service or Programmed Residential Space,9
17031032100,Social Services & Political Advocacy,5
17031032100,Trade Service,17
17031032100,"Wholesale, storage and transit",3
17031040100,Arts and Entertainment,5
17031040100,Childcare and Schools,1
17031040100,Dining,7
17031040100,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031040100,Fitness,1
17031040100,Health Services,6
17031040100,Industrial,1
17031040100,Personal Service,4
17031040100,Public Services,3
17031040100,Retail,7
17031040100,Service or Programmed Residential Space,2
17031040100,Trade Service,17
17031040100,"Wholesale, storage and transit",2
17031040201,Arts and Entertainment,8
17031040201,Childcare and Schools,6
17031040201,Dining,16
17031040201,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031040201,Fitness,5
17031040201,Health Services,32
17031040201,Personal Service,12
17031040201,Public Services,1
17031040201,Religious (except school or residence),4
17031040201,Retail,18
17031040201,Service or Programmed Residential Space,1
17031040201,Social Services & Political Advocacy,1
17031040201,Trade Service,33
17031040201,Unknown,1
17031040201,"Wholesale, storage and transit",1
17031040202,Arts and Entertainment,4
17031040202,Childcare and Schools,1
17031040202,Dining,8
17031040202,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031040202,Fitness,3
17031040202,Health Services,8
17031040202,Personal Service,6
17031040202,Public Services,1
17031040202,Religious (except school or residence),2
17031040202,Retail,19
17031040202,Service or Programmed Residential Space,2
17031040202,Trade Service,21
17031040202,"Wholesale, storage and transit",7
17031040300,Arts and Entertainment,1
17031040300,Dining,2
17031040300,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031040300,Fitness,1
17031040300,Health Services,35
17031040300,Other,1
17031040300,Personal Service,1
17031040300,Religious (except school or residence),2
17031040300,Service or Programmed Residential Space,1
17031040300,Social Services & Political Advocacy,3
17031040300,Trade Service,9
17031040300,"Wholesale, storage and transit",1
17031040401,Arts and Entertainment,2
17031040401,Childcare and Schools,2
17031040401,Dining,3
17031040401,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031040401,Health Services,4
17031040401,Personal Service,2
17031040401,Religious (except school or residence),1
17031040401,Retail,15
17031040401,Trade Service,17
17031040401,"Wholesale, storage and transit",1
17031040402,Arts and Entertainment,6
17031040402,Childcare and Schools,4
17031040402,Dining,8
17031040402,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031040402,Fitness,4
17031040402,Health Services,18
17031040402,Other,1
17031040402,Personal Service,8
17031040402,Religious (except school or residence),1
17031040402,Retail,15
17031040402,Social Services & Political Advocacy,1
17031040402,Trade Service,19
17031040600,Arts and Entertainment,3
17031040600,Childcare and Schools,4
17031040600,Dining,24
17031040600,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031040600,Fitness,5
17031040600,Health Services,8
17031040600,Personal Service,9
17031040600,Religious (except school or residence),1
17031040600,Retail,23
17031040600,Trade Service,11
17031040600,"Wholesale, storage and transit",3
17031040700,Arts and Entertainment,2
17031040700,Childcare and Schools,2
17031040700,Dining,13
17031040700,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031040700,Health Services,4
17031040700,Personal Service,8
17031040700,Religious (except school or residence),1
17031040700,Retail,10
17031040700,Service or Programmed Residential Space,1
17031040700,Social Services & Political Advocacy,2
17031040700,Trade Service,11
17031040700,Unknown,1
17031040700,"Wholesale, storage and transit",1
17031040800,Arts and Entertainment,2
17031040800,Childcare and Schools,3
17031040800,Dining,2
17031040800,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031040800,Fitness,1
17031040800,Health Services,2
17031040800,Industrial,1
17031040800,Personal Service,3
17031040800,Religious (except school or residence),2
17031040800,Retail,3
17031040800,Service or Programmed Residential Space,1
17031040800,Trade Service,3
17031040800,"Wholesale, storage and transit",1
17031040900,Arts and Entertainment,2
17031040900,Childcare and Schools,2
17031040900,Dining,10
17031040900,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031040900,Fitness,3
17031040900,Health Services,3
17031040900,Personal Service,5
17031040900,Public Services,1
17031040900,Religious (except school or residence),1
17031040900,Retail,7
17031040900,Social Services & Political Advocacy,3
17031040900,Trade Service,4
17031040900,Unknown,1
17031050100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031070600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031071400,Trade Service,1
17031081403,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031081700,"Wholesale, storage and transit",1
17031081800,Health Services,1
17031110502,Arts and Entertainment,1
17031110502,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031110502,Health Services,2
17031110502,Personal Service,4
17031110502,Retail,5
17031110502,Social Services & Political Advocacy,2
17031110502,Trade Service,3
17031110502,"Wholesale, storage and transit",2
17031130100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031130200,Dining,3
17031130200,Personal Service,2
17031130200,Religious (except school or residence),1
17031130200,Retail,1
17031140100,Childcare and Schools,1
17031140100,Dining,6
17031140100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031140100,Health Services,5
17031140100,Industrial,2
17031140100,Other,1
17031140100,Personal Service,4
17031140100,Retail,12
17031140100,Trade Service,8
17031140100,"Wholesale, storage and transit",4
17031140200,Arts and Entertainment,4
17031140200,Childcare and Schools,4
17031140200,Dining,14
17031140200,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031140200,Fitness,1
17031140200,Health Services,7
17031140200,Personal Service,7
17031140200,Public Services,1
17031140200,Religious (except school or residence),2
17031140200,Retail,25
17031140200,Service or Programmed Residential Space,2
17031140200,Social Services & Political Advocacy,2
17031140200,Trade Service,10
17031140200,"Wholesale, storage and transit",3
17031140301,Arts and Entertainment,3
17031140301,Childcare and Schools,2
17031140301,Dining,16
17031140301,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031140301,Fitness,2
17031140301,Health Services,1
17031140301,Personal Service,4
17031140301,Religious (except school or residence),1
17031140301,Retail,24
17031140301,Service or Programmed Residential Space,1
17031140301,Trade Service,5
17031140301,"Wholesale, storage and transit",2
17031140302,Arts and Entertainment,1
17031140302,Childcare and Schools,2
17031140302,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031140302,Fitness,1
17031140302,Health Services,9
17031140302,Religious (except school or residence),2
17031140302,Retail,5
17031140302,Social Services & Political Advocacy,1
17031140302,Trade Service,15
17031140302,"Wholesale, storage and transit",1
17031140400,Arts and Entertainment,2
17031140400,Childcare and Schools,2
17031140400,Dining,15
17031140400,"Financial, Insurance, Real Estate, Legal, and Professional",20
17031140400,Fitness,3
17031140400,Health Services,8
17031140400,Industrial,2
17031140400,Personal Service,10
17031140400,Public Services,1
17031140400,Religious (except school or residence),2
17031140400,Retail,29
17031140400,Social Services & Political Advocacy,6
17031140400,Trade Service,42
17031140400,"Wholesale, storage and transit",10
17031140500,Arts and Entertainment,4
17031140500,Childcare and Schools,2
17031140500,Dining,10
17031140500,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031140500,Fitness,3
17031140500,Health Services,3
17031140500,Personal Service,8
17031140500,Public Services,1
17031140500,Religious (except school or residence),2
17031140500,Retail,16
17031140500,Social Services & Political Advocacy,1
17031140500,Trade Service,29
17031140500,"Wholesale, storage and transit",5
17031140601,Arts and Entertainment,2
17031140601,Childcare and Schools,1
17031140601,Dining,11
17031140601,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031140601,Health Services,4
17031140601,Personal Service,7
17031140601,Public Services,1
17031140601,Retail,17
17031140601,Service or Programmed Residential Space,1
17031140601,Social Services & Political Advocacy,1
17031140601,Trade Service,10
17031140601,"Wholesale, storage and transit",2
17031140602,Arts and Entertainment,2
17031140602,Childcare and Schools,5
17031140602,Dining,7
17031140602,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031140602,Fitness,1
17031140602,Health Services,8
17031140602,Industrial,1
17031140602,Personal Service,3
17031140602,Retail,19
17031140602,Social Services & Political Advocacy,1
17031140602,Trade Service,12
17031140602,"Wholesale, storage and transit",7
17031140701,Arts and Entertainment,2
17031140701,Childcare and Schools,1
17031140701,Dining,19
17031140701,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031140701,Health Services,6
17031140701,Personal Service,6
17031140701,Religious (except school or residence),1
17031140701,Retail,30
17031140701,Social Services & Political Advocacy,2
17031140701,Trade Service,9
17031140701,"Wholesale, storage and transit",1
17031140702,Arts and Entertainment,2
17031140702,Childcare and Schools,4
17031140702,Dining,17
17031140702,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031140702,Fitness,2
17031140702,Health Services,4
17031140702,Personal Service,6
17031140702,Public Services,2
17031140702,Religious (except school or residence),3
17031140702,Retail,18
17031140702,Social Services & Political Advocacy,1
17031140702,Trade Service,24
17031140800,Arts and Entertainment,6
17031140800,Childcare and Schools,10
17031140800,Dining,12
17031140800,"Financial, Insurance, Real Estate, Legal, and Professional",38
17031140800,Fitness,2
17031140800,Health Services,8
17031140800,Industrial,1
17031140800,Other,1
17031140800,Personal Service,10
17031140800,Religious (except school or residence),3
17031140800,Retail,22
17031140800,Social Services & Political Advocacy,7
17031140800,Trade Service,29
17031140800,"Wholesale, storage and transit",2
17031150200,Arts and Entertainment,16
17031150200,Childcare and Schools,11
17031150200,Dining,28
17031150200,"Financial, Insurance, Real Estate, Legal, and Professional",49
17031150200,Fitness,8
17031150200,Health Services,31
17031150200,Personal Service,22
17031150200,Public Services,2
17031150200,Religious (except school or residence),6
17031150200,Retail,41
17031150200,Service or Programmed Residential Space,1
17031150200,Social Services & Political Advocacy,4
17031150200,Trade Service,55
17031150200,"Wholesale, storage and transit",4
17031150300,Arts and Entertainment,7
17031150300,Childcare and Schools,2
17031150300,Dining,3
17031150300,"Financial, Insurance, Real Estate, Legal, and Professional",39
17031150300,Fitness,2
17031150300,Health Services,23
17031150300,Industrial,1
17031150300,Other,1
17031150300,Personal Service,7
17031150300,Public Services,2
17031150300,Religious (except school or residence),6
17031150300,Retail,20
17031150300,Social Services & Political Advocacy,5
17031150300,Trade Service,51
17031150300,"Wholesale, storage and transit",9
17031150401,Arts and Entertainment,5
17031150401,Childcare and Schools,4
17031150401,Dining,3
17031150401,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031150401,Fitness,1
17031150401,Health Services,11
17031150401,Personal Service,5
17031150401,Public Services,1
17031150401,Religious (except school or residence),1
17031150401,Retail,6
17031150401,Social Services & Political Advocacy,1
17031150401,Trade Service,25
17031150401,"Wholesale, storage and transit",6
17031150402,Arts and Entertainment,3
17031150402,Childcare and Schools,2
17031150402,Dining,10
17031150402,"Financial, Insurance, Real Estate, Legal, and Professional",17
17031150402,Fitness,1
17031150402,Health Services,16
17031150402,Industrial,1
17031150402,Personal Service,9
17031150402,Religious (except school or residence),2
17031150402,Retail,12
17031150402,Social Services & Political Advocacy,3
17031150402,Trade Service,26
17031150402,"Wholesale, storage and transit",5
17031150501,Childcare and Schools,2
17031150501,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031150501,Fitness,2
17031150501,Religious (except school or residence),2
17031150501,Service or Programmed Residential Space,1
17031150501,Trade Service,24
17031150501,"Wholesale, storage and transit",3
17031150502,Arts and Entertainment,2
17031150502,Childcare and Schools,6
17031150502,Dining,6
17031150502,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031150502,Health Services,6
17031150502,Industrial,1
17031150502,Other,1
17031150502,Personal Service,5
17031150502,Public Services,1
17031150502,Religious (except school or residence),2
17031150502,Retail,7
17031150502,Social Services & Political Advocacy,1
17031150502,Trade Service,28
17031150502,"Wholesale, storage and transit",3
17031150600,Arts and Entertainment,5
17031150600,Childcare and Schools,2
17031150600,Dining,11
17031150600,"Financial, Insurance, Real Estate, Legal, and Professional",20
17031150600,Fitness,4
17031150600,Health Services,22
17031150600,Industrial,1
17031150600,Personal Service,5
17031150600,Public Services,1
17031150600,Religious (except school or residence),3
17031150600,Retail,9
17031150600,Social Services & Political Advocacy,1
17031150600,Trade Service,30
17031150600,"Wholesale, storage and transit",5
17031150700,Arts and Entertainment,1
17031150700,Childcare and Schools,2
17031150700,Dining,3
17031150700,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031150700,Fitness,1
17031150700,Health Services,7
17031150700,Personal Service,1
17031150700,Religious (except school or residence),3
17031150700,Retail,4
17031150700,Social Services & Political Advocacy,4
17031150700,Trade Service,23
17031150700,"Wholesale, storage and transit",3
17031150800,Arts and Entertainment,4
17031150800,Childcare and Schools,4
17031150800,Dining,7
17031150800,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031150800,Fitness,3
17031150800,Health Services,13
17031150800,Personal Service,6
17031150800,Religious (except school or residence),2
17031150800,Retail,18
17031150800,Social Services & Political Advocacy,3
17031150800,Trade Service,25
17031150800,"Wholesale, storage and transit",3
17031151001,Arts and Entertainment,2
17031151001,Childcare and Schools,3
17031151001,Dining,1
17031151001,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031151001,Fitness,1
17031151001,Personal Service,1
17031151001,Public Services,1
17031151001,Religious (except school or residence),1
17031151001,Retail,3
17031151001,Social Services & Political Advocacy,1
17031151001,Trade Service,11
17031151001,"Wholesale, storage and transit",2
17031151002,Arts and Entertainment,4
17031151002,Childcare and Schools,1
17031151002,Dining,9
17031151002,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031151002,Fitness,1
17031151002,Health Services,1
17031151002,Industrial,3
17031151002,Personal Service,10
17031151002,Public Services,1
17031151002,Religious (except school or residence),2
17031151002,Retail,18
17031151002,Service or Programmed Residential Space,3
17031151002,Social Services & Political Advocacy,2
17031151002,Trade Service,37
17031151002,"Wholesale, storage and transit",5
17031151100,Arts and Entertainment,1
17031151100,Childcare and Schools,7
17031151100,Dining,11
17031151100,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031151100,Fitness,2
17031151100,Health Services,13
17031151100,Other,2
17031151100,Personal Service,7
17031151100,Public Services,2
17031151100,Religious (except school or residence),3
17031151100,Retail,18
17031151100,Social Services & Political Advocacy,2
17031151100,Trade Service,26
17031151100,"Wholesale, storage and transit",7
17031151200,Arts and Entertainment,1
17031151200,Childcare and Schools,6
17031151200,Dining,8
17031151200,"Financial, Insurance, Real Estate, Legal, and Professional",14
17031151200,Fitness,1
17031151200,Health Services,8
17031151200,Industrial,1
17031151200,Personal Service,3
17031151200,Retail,12
17031151200,Social Services & Political Advocacy,1
17031151200,Trade Service,21
17031151200,"Wholesale, storage and transit",4
17031160100,Arts and Entertainment,2
17031160100,Dining,6
17031160100,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031160100,Fitness,1
17031160100,Health Services,4
17031160100,Personal Service,4
17031160100,Public Services,1
17031160100,Religious (except school or residence),3
17031160100,Retail,11
17031160100,Social Services & Political Advocacy,5
17031160100,Trade Service,24
17031160100,"Wholesale, storage and transit",5
17031160200,Arts and Entertainment,6
17031160200,Childcare and Schools,2
17031160200,Dining,8
17031160200,"Financial, Insurance, Real Estate, Legal, and Professional",31
17031160200,Fitness,2
17031160200,Health Services,4
17031160200,Industrial,8
17031160200,Personal Service,6
17031160200,Religious (except school or residence),5
17031160200,Retail,13
17031160200,Social Services & Political Advocacy,3
17031160200,Trade Service,45
17031160200,"Wholesale, storage and transit",6
17031160300,Arts and Entertainment,7
17031160300,Childcare and Schools,1
17031160300,Dining,5
17031160300,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031160300,Health Services,5
17031160300,Industrial,1
17031160300,Personal Service,6
17031160300,Public Services,2
17031160300,Religious (except school or residence),6
17031160300,Retail,19
17031160300,Service or Programmed Residential Space,1
17031160300,Social Services & Political Advocacy,3
17031160300,Trade Service,31
17031160300,"Wholesale, storage and transit",9
17031160400,Arts and Entertainment,8
17031160400,Childcare and Schools,6
17031160400,Dining,10
17031160400,"Financial, Insurance, Real Estate, Legal, and Professional",29
17031160400,Fitness,4
17031160400,Health Services,4
17031160400,Personal Service,3
17031160400,Public Services,1
17031160400,Religious (except school or residence),9
17031160400,Retail,16
17031160400,Service or Programmed Residential Space,1
17031160400,Social Services & Political Advocacy,5
17031160400,Trade Service,32
17031160400,"Wholesale, storage and transit",4
17031160501,Arts and Entertainment,5
17031160501,Childcare and Schools,1
17031160501,Dining,2
17031160501,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031160501,Health Services,1
17031160501,Personal Service,6
17031160501,Religious (except school or residence),1
17031160501,Retail,12
17031160501,Service or Programmed Residential Space,1
17031160501,Social Services & Political Advocacy,4
17031160501,Trade Service,12
17031160501,"Wholesale, storage and transit",4
17031160502,Arts and Entertainment,3
17031160502,Childcare and Schools,2
17031160502,Dining,7
17031160502,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031160502,Fitness,1
17031160502,Health Services,2
17031160502,Industrial,1
17031160502,Personal Service,3
17031160502,Retail,5
17031160502,Social Services & Political Advocacy,1
17031160502,Trade Service,17
17031160502,"Wholesale, storage and transit",4
17031160601,Arts and Entertainment,2
17031160601,Childcare and Schools,1
17031160601,Dining,8
17031160601,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031160601,Health Services,1
17031160601,Personal Service,1
17031160601,Religious (except school or residence),2
17031160601,Retail,9
17031160601,Trade Service,9
17031160601,"Wholesale, storage and transit",2
17031160602,Arts and Entertainment,5
17031160602,Dining,9
17031160602,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031160602,Fitness,1
17031160602,Health Services,4
17031160602,Industrial,1
17031160602,Personal Service,7
17031160602,Retail,8
17031160602,Social Services & Political Advocacy,2
17031160602,Trade Service,13
17031160602,"Wholesale, storage and transit",1
17031160700,Arts and Entertainment,4
17031160700,Childcare and Schools,3
17031160700,Dining,9
17031160700,"Financial, Insurance, Real Estate, Legal, and Professional",22
17031160700,Fitness,1
17031160700,Health Services,7
17031160700,Personal Service,7
17031160700,Public Services,2
17031160700,Religious (except school or residence),1
17031160700,Retail,13
17031160700,Trade Service,20
17031160700,"Wholesale, storage and transit",3
17031160800,Arts and Entertainment,4
17031160800,Childcare and Schools,5
17031160800,Dining,13
17031160800,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031160800,Fitness,2
17031160800,Health Services,12
17031160800,Personal Service,13
17031160800,Public Services,2
17031160800,Religious (except school or residence),1
17031160800,Retail,12
17031160800,Social Services & Political Advocacy,4
17031160800,Trade Service,23
17031160800,"Wholesale, storage and transit",3
17031160900,Childcare and Schools,1
17031160900,Dining,6
17031160900,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031160900,Health Services,8
17031160900,Other,1
17031160900,Personal Service,9
17031160900,Religious (except school or residence),1
17031160900,Retail,8
17031160900,Social Services & Political Advocacy,3
17031160900,Trade Service,14
17031160900,"Wholesale, storage and transit",1
17031161000,Arts and Entertainment,3
17031161000,Childcare and Schools,4
17031161000,Dining,9
17031161000,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031161000,Fitness,1
17031161000,Health Services,2
17031161000,Personal Service,2
17031161000,Public Services,1
17031161000,Religious (except school or residence),1
17031161000,Retail,7
17031161000,Social Services & Political Advocacy,2
17031161000,Trade Service,8
17031161000,"Wholesale, storage and transit",1
17031161100,Arts and Entertainment,2
17031161100,Childcare and Schools,5
17031161100,Dining,4
17031161100,"Financial, Insurance, Real Estate, Legal, and Professional",21
17031161100,Health Services,4
17031161100,Industrial,1
17031161100,Personal Service,4
17031161100,Religious (except school or residence),4
17031161100,Retail,8
17031161100,Social Services & Political Advocacy,3
17031161100,Trade Service,22
17031161100,"Wholesale, storage and transit",2
17031161200,Arts and Entertainment,1
17031161200,Childcare and Schools,2
17031161200,Dining,3
17031161200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031161200,Fitness,3
17031161200,Health Services,4
17031161200,Industrial,4
17031161200,Personal Service,3
17031161200,Retail,7
17031161200,Social Services & Political Advocacy,1
17031161200,Trade Service,24
17031161200,"Wholesale, storage and transit",7
17031161300,Arts and Entertainment,4
17031161300,Childcare and Schools,3
17031161300,Dining,14
17031161300,"Financial, Insurance, Real Estate, Legal, and Professional",14
17031161300,Fitness,2
17031161300,Health Services,5
17031161300,Industrial,1
17031161300,Other,1
17031161300,Personal Service,9
17031161300,Religious (except school or residence),4
17031161300,Retail,27
17031161300,Social Services & Political Advocacy,6
17031161300,Trade Service,30
17031161300,"Wholesale, storage and transit",4
17031170200,Childcare and Schools,1
17031170200,Dining,1
17031170200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031170200,Fitness,2
17031170200,Health Services,2
17031170200,Personal Service,5
17031170200,Religious (except school or residence),2
17031170200,Retail,5
17031170200,Social Services & Political Advocacy,1
17031170200,Trade Service,1
17031171000,Trade Service,1
17031180100,Arts and Entertainment,2
17031180100,Childcare and Schools,3
17031180100,Dining,7
17031180100,"Financial, Insurance, Real Estate, Legal, and Professional",21
17031180100,Fitness,1
17031180100,Health Services,12
17031180100,Personal Service,9
17031180100,Public Services,2
17031180100,Religious (except school or residence),1
17031180100,Retail,17
17031180100,Service or Programmed Residential Space,1
17031180100,Social Services & Political Advocacy,5
17031180100,Trade Service,49
17031180100,"Wholesale, storage and transit",13
17031190100,Arts and Entertainment,2
17031190100,Dining,10
17031190100,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031190100,Fitness,1
17031190100,Health Services,3
17031190100,Personal Service,4
17031190100,Public Services,1
17031190100,Religious (except school or residence),1
17031190100,Retail,17
17031190100,Service or Programmed Residential Space,1
17031190100,Social Services & Political Advocacy,4
17031190100,Trade Service,9
17031190100,"Wholesale, storage and transit",5
17031190200,Arts and Entertainment,4
17031190200,Childcare and Schools,4
17031190200,Dining,8
17031190200,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031190200,Fitness,1
17031190200,Health Services,5
17031190200,Personal Service,6
17031190200,Public Services,1
17031190200,Religious (except school or residence),6
17031190200,Retail,11
17031190200,Social Services & Political Advocacy,2
17031190200,Trade Service,23
17031190200,"Wholesale, storage and transit",4
17031190300,Childcare and Schools,1
17031190300,Dining,26
17031190300,"Financial, Insurance, Real Estate, Legal, and Professional",21
17031190300,Fitness,3
17031190300,Health Services,12
17031190300,Personal Service,18
17031190300,Religious (except school or residence),7
17031190300,Retail,28
17031190300,Social Services & Political Advocacy,1
17031190300,Trade Service,29
17031190300,"Wholesale, storage and transit",3
17031190401,Arts and Entertainment,1
17031190401,Childcare and Schools,4
17031190401,Dining,6
17031190401,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031190401,Health Services,15
17031190401,Industrial,1
17031190401,Personal Service,9
17031190401,Religious (except school or residence),3
17031190401,Retail,8
17031190401,Social Services & Political Advocacy,1
17031190401,Trade Service,17
17031190401,"Wholesale, storage and transit",2
17031190402,Arts and Entertainment,5
17031190402,Childcare and Schools,6
17031190402,Dining,13
17031190402,"Financial, Insurance, Real Estate, Legal, and Professional",14
17031190402,Fitness,2
17031190402,Health Services,8
17031190402,Personal Service,7
17031190402,Religious (except school or residence),5
17031190402,Retail,19
17031190402,Social Services & Political Advocacy,5
17031190402,Trade Service,22
17031190402,"Wholesale, storage and transit",9
17031190601,Arts and Entertainment,2
17031190601,Childcare and Schools,4
17031190601,Dining,3
17031190601,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031190601,Personal Service,5
17031190601,Religious (except school or residence),3
17031190601,Retail,2
17031190601,Trade Service,9
17031190601,"Wholesale, storage and transit",3
17031190602,Arts and Entertainment,2
17031190602,Childcare and Schools,3
17031190602,Dining,15
