census_tract,Place Type,count_of_Active_PlaceStatus
17031340600,Service or Programmed Residential Space,1
17031340600,Social Services & Political Advocacy,1
17031350100,Personal Service,1
17031350100,Social Services & Political Advocacy,1
17031350400,Childcare and Schools,3
17031350400,Fitness,1
17031350400,Service or Programmed Residential Space,1
17031351000,Arts and Entertainment,1
17031351000,Dining,9
17031351000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031351000,Fitness,2
17031351000,Health Services,1
17031351000,Personal Service,1
17031351000,Religious (except school or residence),1
17031351000,Retail,5
17031351000,Social Services & Political Advocacy,1
17031351000,Trade Service,2
17031351100,Childcare and Schools,2
17031351100,Dining,2
17031351100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031351100,Fitness,1
17031351100,Personal Service,1
17031351100,Public Services,2
17031351100,Retail,2
17031351100,Service or Programmed Residential Space,2
17031351100,Social Services & Political Advocacy,2
17031351400,Arts and Entertainment,2
17031351400,Childcare and Schools,3
17031351400,Dining,4
17031351400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031351400,Fitness,1
17031351400,Health Services,1
17031351400,Other,1
17031351400,Personal Service,8
17031351400,Public Services,3
17031351400,Religious (except school or residence),5
17031351400,Retail,2
17031351400,Trade Service,1
17031351500,Dining,3
17031351500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031351500,Trade Service,1
17031360200,Childcare and Schools,1
17031360200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031360200,Religious (except school or residence),1
17031360200,Retail,1
17031380100,Childcare and Schools,4
17031380100,Dining,3
17031380100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031380100,Fitness,1
17031380100,Other,1
17031380100,Personal Service,7
17031380100,Religious (except school or residence),9
17031380100,Retail,2
17031380100,Service or Programmed Residential Space,1
17031380100,Social Services & Political Advocacy,2
17031380100,Trade Service,2
17031380200,Childcare and Schools,1
17031380200,Dining,2
17031380200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031380200,Personal Service,1
17031380200,Religious (except school or residence),2
17031380200,Retail,5
17031380200,Service or Programmed Residential Space,2
17031380200,Social Services & Political Advocacy,2
17031380200,Trade Service,1
17031380600,Childcare and Schools,5
17031380600,Dining,1
17031380600,Other,1
17031380600,Personal Service,3
17031380600,Public Services,3
17031380600,Religious (except school or residence),13
17031380600,Retail,1
17031380600,Service or Programmed Residential Space,8
17031380600,Social Services & Political Advocacy,4
17031380600,Trade Service,3
17031380600,"Wholesale, Storage and Transportation",3
17031381200,Arts and Entertainment,4
17031381200,Childcare and Schools,1
17031381200,Dining,3
17031381200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031381200,Personal Service,7
17031381200,Religious (except school or residence),2
17031381200,Retail,4
17031381200,Service or Programmed Residential Space,1
17031381200,Social Services & Political Advocacy,1
17031381200,"Wholesale, Storage and Transportation",1
17031381400,Childcare and Schools,1
17031381400,Dining,4
17031381400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031381400,Personal Service,3
17031381400,Public Services,1
17031381400,Religious (except school or residence),7
17031381400,Retail,12
17031381400,Social Services & Political Advocacy,1
17031381500,Dining,2
17031381500,Industrial,1
17031381500,Religious (except school or residence),3
17031381500,Retail,5
17031381500,Service or Programmed Residential Space,1
17031381700,Childcare and Schools,2
17031381700,Fitness,1
17031381700,Health Services,2
17031381700,Personal Service,1
17031381700,Public Services,2
17031381700,Retail,1
17031381700,Trade Service,1
17031381700,"Wholesale, Storage and Transportation",1
17031381800,Childcare and Schools,4
17031381800,Dining,2
17031381800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031381800,Health Services,1
17031381800,Personal Service,3
17031381800,Public Services,1
17031381800,Religious (except school or residence),3
17031381800,Retail,2
17031381800,Service or Programmed Residential Space,2
17031381800,Social Services & Political Advocacy,1
17031381800,Trade Service,1
17031381900,Arts and Entertainment,1
17031381900,Childcare and Schools,1
17031381900,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031381900,Health Services,3
17031381900,Personal Service,1
17031381900,Religious (except school or residence),3
17031381900,Service or Programmed Residential Space,2
17031381900,Social Services & Political Advocacy,2
17031390100,Dining,12
17031390100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031390100,Health Services,5
17031390100,Personal Service,5
17031390100,Religious (except school or residence),2
17031390100,Retail,9
17031390100,Trade Service,1
17031390200,Arts and Entertainment,1
17031390200,Childcare and Schools,3
17031390200,Dining,5
17031390200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031390200,Fitness,2
17031390200,Health Services,1
17031390200,Personal Service,3
17031390200,Religious (except school or residence),3
17031390200,Retail,4
17031390300,Arts and Entertainment,1
17031390300,Childcare and Schools,1
17031390300,Dining,7
17031390300,Fitness,1
17031390300,Other,2
17031390300,Personal Service,5
17031390300,Public Services,1
17031390300,Religious (except school or residence),3
17031390300,Retail,1
17031390300,Service or Programmed Residential Space,2
17031390300,Social Services & Political Advocacy,2
17031390300,Trade Service,1
17031390400,Childcare and Schools,1
17031390400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031390400,Health Services,1
17031390400,Personal Service,5
17031390400,Religious (except school or residence),1
17031390400,Retail,1
17031390400,Service or Programmed Residential Space,3
17031390400,Social Services & Political Advocacy,1
17031390400,Trade Service,1
17031390500,Personal Service,1
17031390500,Religious (except school or residence),2
17031390600,Childcare and Schools,3
17031390600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031390600,Fitness,4
17031390600,Health Services,4
17031390600,Industrial,1
17031390600,Other,1
17031390600,Personal Service,1
17031390600,Retail,1
17031390700,Childcare and Schools,3
17031390700,Dining,2
17031390700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031390700,Health Services,1
17031390700,Personal Service,1
17031390700,Public Services,1
17031390700,Religious (except school or residence),2
17031390700,Retail,3
17031390700,Service or Programmed Residential Space,1
17031400300,Arts and Entertainment,2
17031400300,Childcare and Schools,2
17031400300,Fitness,2
17031400300,Health Services,1
17031400300,Retail,2
17031400300,Service or Programmed Residential Space,1
17031400300,Unknown,1
17031400300,"Wholesale, Storage and Transportation",1
17031400400,Arts and Entertainment,2
17031400400,Dining,1
17031400400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031400400,Religious (except school or residence),3
17031400400,Retail,2
17031400400,Social Services & Political Advocacy,1
17031400400,Trade Service,1
17031400500,Childcare and Schools,2
17031400500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031400500,Personal Service,1
17031400500,Religious (except school or residence),7
17031400500,Service or Programmed Residential Space,1
17031400800,Childcare and Schools,2
17031400800,Public Services,1
17031400800,Religious (except school or residence),4
17031400800,Retail,1
17031400800,Service or Programmed Residential Space,2
17031400800,Social Services & Political Advocacy,1
17031400800,Trade Service,3
17031410100,Childcare and Schools,2
17031410100,Dining,13
17031410100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031410100,Fitness,3
17031410100,Health Services,8
17031410100,Other,1
17031410100,Personal Service,14
17031410100,Religious (except school or residence),2
17031410100,Retail,6
17031410100,Service or Programmed Residential Space,6
17031410100,Social Services & Political Advocacy,1
17031410100,Trade Service,3
17031410200,Childcare and Schools,3
17031410200,Service or Programmed Residential Space,3
17031410500,Childcare and Schools,3
17031410500,Dining,3
17031410500,Health Services,1
17031410500,Personal Service,2
17031410500,Religious (except school or residence),1
17031410500,Retail,1
17031410500,Social Services & Political Advocacy,2
17031410500,"Wholesale, Storage and Transportation",1
17031410600,Arts and Entertainment,4
17031410600,Childcare and Schools,3
17031410600,Dining,11
17031410600,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031410600,Personal Service,11
17031410600,Public Services,2
17031410600,Religious (except school or residence),5
17031410600,Retail,5
17031410600,Service or Programmed Residential Space,1
17031410600,Trade Service,1
17031410700,Childcare and Schools,7
17031410700,Dining,44
17031410700,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031410700,Fitness,1
17031410700,Health Services,3
17031410700,Other,2
17031410700,Personal Service,9
17031410700,Public Services,2
17031410700,Religious (except school or residence),1
17031410700,Retail,18
17031410700,Service or Programmed Residential Space,2
17031410700,Social Services & Political Advocacy,2
17031410700,Trade Service,3
17031410800,Arts and Entertainment,2
17031410800,Childcare and Schools,6
17031410800,Dining,49
17031410800,"Financial, Insurance, Real Estate, Legal, and Professional",32
17031410800,Fitness,1
17031410800,Health Services,29
17031410800,Personal Service,13
17031410800,Public Services,1
17031410800,Religious (except school or residence),5
17031410800,Retail,33
17031410800,Service or Programmed Residential Space,4
17031410800,Social Services & Political Advocacy,3
17031410800,Trade Service,8
17031410800,"Wholesale, Storage and Transportation",1
17031410900,Arts and Entertainment,1
17031410900,Childcare and Schools,5
17031410900,Dining,9
17031410900,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031410900,Fitness,2
17031410900,Health Services,4
17031410900,Personal Service,9
17031410900,Religious (except school or residence),4
17031410900,Retail,6
17031410900,Service or Programmed Residential Space,5
17031410900,Social Services & Political Advocacy,3
17031410900,Trade Service,2
17031411000,Arts and Entertainment,5
17031411000,Childcare and Schools,5
17031411000,Dining,11
17031411000,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031411000,Fitness,1
17031411000,Health Services,7
17031411000,Personal Service,8
17031411000,Retail,9
17031411000,Service or Programmed Residential Space,3
17031411000,Trade Service,4
17031411100,Childcare and Schools,3
17031411100,Dining,11
17031411100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031411100,Fitness,2
17031411100,Health Services,7
17031411100,Personal Service,10
17031411100,Public Services,1
17031411100,Retail,4
17031411100,Service or Programmed Residential Space,1
17031411100,Social Services & Political Advocacy,2
17031411100,Trade Service,5
17031411100,"Wholesale, Storage and Transportation",1
17031411200,Arts and Entertainment,2
17031411200,Childcare and Schools,13
17031411200,Dining,10
17031411200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031411200,Health Services,2
17031411200,Personal Service,1
17031411200,Public Services,1
17031411200,Religious (except school or residence),4
17031411200,Retail,3
17031411200,Service or Programmed Residential Space,2
17031411200,Trade Service,2
17031420100,Childcare and Schools,2
17031420100,Dining,3
17031420100,Health Services,1
17031420100,Other,1
17031420100,Personal Service,3
17031420100,Public Services,2
17031420100,Service or Programmed Residential Space,2
17031420200,Arts and Entertainment,1
17031420200,Childcare and Schools,5
17031420200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031420200,Other,3
17031420200,Public Services,1
17031420200,Religious (except school or residence),1
17031420200,Service or Programmed Residential Space,2
17031420200,Social Services & Political Advocacy,1
17031420300,Childcare and Schools,3
17031420300,Dining,1
17031420300,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031420300,Religious (except school or residence),1
17031420300,Service or Programmed Residential Space,3
17031420400,Childcare and Schools,9
17031420400,Cook County Land Bank,1
17031420400,Dining,3
17031420400,Fitness,1
17031420400,Personal Service,2
17031420400,Public Services,3
17031420400,Retail,2
17031420400,Service or Programmed Residential Space,4
17031420400,Social Services & Political Advocacy,3
17031420400,Trade Service,3
17031420400,"Wholesale, Storage and Transportation",1
17031420500,Childcare and Schools,2
17031420500,Cook County Land Bank,3
17031420500,Other,1
17031420500,Personal Service,1
17031420500,Public Services,1
17031420500,Retail,2
17031420500,Social Services & Political Advocacy,4
17031420600,Childcare and Schools,2
17031420600,Cook County Land Bank,4
17031420600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031420600,Health Services,2
17031420600,Other,1
17031420600,Personal Service,1
17031420600,Religious (except school or residence),1
17031420600,Retail,1
17031420600,Social Services & Political Advocacy,2
17031420700,Childcare and Schools,8
17031420700,Cook County Land Bank,23
17031420700,Dining,13
17031420700,F.I.R.E,1
17031420700,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031420700,Health Services,1
17031420700,Personal Service,17
17031420700,Public Services,5
17031420700,Religious (except school or residence),10
17031420700,Retail,10
17031420700,Service or Programmed Residential Space,2
17031420700,Social Services & Political Advocacy,1
17031420700,Trade Service,2
17031420800,Arts and Entertainment,1
17031420800,Childcare and Schools,1
17031420800,Cook County Land Bank,2
17031420800,Dining,3
17031420800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031420800,Other,2
17031420800,Personal Service,3
17031420800,Religious (except school or residence),3
17031420800,Retail,16
17031420800,Social Services & Political Advocacy,1
17031420800,"Wholesale, Storage and Transportation",1
17031421200,Childcare and Schools,1
17031421200,Cook County Land Bank,7
17031421200,Personal Service,3
17031421200,Public Services,1
17031421200,Religious (except school or residence),3
17031421200,Retail,4
17031421200,Service or Programmed Residential Space,2
17031421200,Trade Service,2
17031421200,"Wholesale, Storage and Transportation",1
17031430101,Arts and Entertainment,2
17031430101,Childcare and Schools,2
17031430101,Dining,2
17031430101,F.I.R.E,4
17031430101,Personal Service,6
17031430101,Retail,8
17031430101,Trade Service,5
17031430102,Arts and Entertainment,3
17031430102,Dining,2
17031430102,F.I.R.E,3
17031430102,Health Services,2
17031430102,Personal Service,2
17031430102,Religious (except school or residence),1
17031430102,Retail,1
17031430102,Social Services & Political Advocacy,1
17031430102,Trade Service,2
17031430200,Arts and Entertainment,1
17031430200,Childcare and Schools,4
17031430200,Dining,7
17031430200,F.I.R.E,12
17031430200,Health Services,1
17031430200,Industrial,1
17031430200,Other,2
17031430200,Personal Service,1
17031430200,Religious (except school or residence),2
17031430200,Retail,6
17031430200,Service or Programmed Residential Space,1
17031430200,Social Services & Political Advocacy,3
17031430200,Trade Service,5
17031430200,"Wholesale, Storage and Transportation",1
17031430300,Arts and Entertainment,2
17031430300,Childcare and Schools,1
17031430300,Dining,7
17031430300,F.I.R.E,2
17031430300,Non-residential religious,1
17031430300,Personal Service,8
17031430300,Religious (except school or residence),2
17031430300,Retail,8
17031430300,Trade Service,2
17031430400,Arts and Entertainment,1
17031430400,Childcare and Schools,2
17031430400,Dining,7
17031430400,F.I.R.E,4
17031430400,Health Services,1
17031430400,Industrial,3
17031430400,Non-residential religious,3
17031430400,Personal Service,4
17031430400,Religious (except school or residence),2
17031430400,Retail,8
17031430400,Trade Service,8
17031430500,Arts and Entertainment,1
17031430500,Childcare and Schools,4
17031430500,Dining,3
17031430500,F.I.R.E,6
17031430500,Fitness,2
17031430500,Health Services,6
17031430500,Non-residential religious,1
17031430500,Personal Service,9
17031430500,Religious (except school or residence),1
17031430500,Retail,11
17031430500,Service or Programmed Residential Space,6
17031430500,Social Services & Political Advocacy,3
17031430500,Trade Service,5
17031430600,Childcare and Schools,2
17031430600,Dining,10
17031430600,F.I.R.E,2
17031430600,Fitness,1
17031430600,Health Services,8
17031430600,Non-residential religious,4
17031430600,Personal Service,6
17031430600,Public Services,1
17031430600,Religious (except school or residence),4
17031430600,Retail,17
17031430600,Service or Programmed Residential Space,5
17031430600,Social Services & Political Advocacy,2
17031430600,Trade Service,2
17031430700,Childcare and Schools,4
17031430700,Dining,6
17031430700,F.I.R.E,6
17031430700,Health Services,5
17031430700,Personal Service,4
17031430700,Religious (except school or residence),1
17031430700,Retail,2
17031430700,Service or Programmed Residential Space,3
17031430700,Trade Service,4
17031430700,"Wholesale, Storage and Transportation",1
17031430800,Arts and Entertainment,2
17031430800,Childcare and Schools,4
17031430800,F.I.R.E,2
17031430800,Health Services,2
17031430800,Non-residential religious,3
17031430800,Personal Service,3
17031430800,Retail,4
17031430800,Service or Programmed Residential Space,3
17031430800,Trade Service,3
17031430900,Arts and Entertainment,1
17031430900,Childcare and Schools,3
17031430900,Dining,1
17031430900,Health Services,1
17031430900,Non-residential religious,1
17031430900,Personal Service,3
17031430900,Religious (except school or residence),2
17031430900,Retail,3
17031430900,Trade Service,2
17031431200,Childcare and Schools,2
17031431200,Dining,4
17031431200,F.I.R.E,1
17031431200,Fitness,1
17031431200,Health Services,3
17031431200,Industrial,1
17031431200,Personal Service,5
17031431200,Religious (except school or residence),3
17031431200,Retail,15
17031431200,Service or Programmed Residential Space,2
17031431200,Social Services & Political Advocacy,1
17031431200,Trade Service,6
17031431301,Arts and Entertainment,1
17031431301,Childcare and Schools,2
17031431301,Dining,1
17031431301,F.I.R.E,2
17031431301,Health Services,2
17031431301,Non-residential religious,3
17031431301,Personal Service,6
17031431301,Religious (except school or residence),2
17031431301,Retail,6
17031431301,Trade Service,6
17031431302,Arts and Entertainment,1
17031431302,Childcare and Schools,2
17031431302,Dining,3
17031431302,F.I.R.E,4
17031431302,Non-residential religious,2
17031431302,Personal Service,4
17031431302,Public Services,3
17031431302,Religious (except school or residence),4
17031431302,Retail,10
17031431302,Social Services & Political Advocacy,2
17031431302,Trade Service,6
17031431302,"Wholesale, Storage and Transportation",1
17031431400,Childcare and Schools,6
17031431400,Dining,1
17031431400,F.I.R.E,4
17031431400,Fitness,1
17031431400,Non-residential religious,4
17031431400,Other,1
17031431400,Personal Service,2
17031431400,Public Services,1
17031431400,Religious (except school or residence),1
17031431400,Retail,1
17031431400,Service or Programmed Residential Space,7
17031431400,Trade Service,3
17031431400,"Wholesale, Storage and Transportation",1
17031440101,Dining,5
17031440101,F.I.R.E,2
17031440101,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031440101,Health Services,2
17031440101,Personal Service,12
17031440101,Religious (except school or residence),1
17031440101,Retail,7
17031440101,Social Services & Political Advocacy,1
17031440101,Trade Service,2
17031440102,Arts and Entertainment,1
17031440102,Childcare and Schools,4
17031440102,Dining,16
17031440102,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031440102,Health Services,11
17031440102,Non-residential religious,1
17031440102,Personal Service,23
17031440102,Religious (except school or residence),3
17031440102,Retail,42
17031440102,Social Services & Political Advocacy,4
17031440102,Trade Service,4
17031440102,"Wholesale, Storage and Transportation",2
17031440201,Dining,6
17031440201,F.I.R.E,1
17031440201,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031440201,Health Services,4
17031440201,Non-residential religious,1
17031440201,Other,1
17031440201,Personal Service,19
17031440201,Public Services,2
17031440201,Religious (except school or residence),3
17031440201,Retail,21
17031440201,Trade Service,2
17031440201,"Wholesale, Storage and Transportation",1
17031440202,Arts and Entertainment,4
17031440202,Childcare and Schools,3
17031440202,Dining,28
17031440202,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031440202,Fitness,1
17031440202,Health Services,3
17031440202,Other,1
17031440202,Personal Service,11
17031440202,Religious (except school or residence),2
17031440202,Retail,15
17031440202,Service or Programmed Residential Space,1
17031440202,Social Services & Political Advocacy,1
17031440202,Trade Service,2
17031440300,Arts and Entertainment,1
17031440300,Childcare and Schools,5
17031440300,Dining,8
17031440300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031440300,Personal Service,15
17031440300,Public Services,1
17031440300,Religious (except school or residence),2
17031440300,Retail,8
17031440300,Trade Service,2
17031440600,Dining,1
17031440600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031440600,Personal Service,2
17031440600,Religious (except school or residence),1
17031440700,Arts and Entertainment,2
17031440700,Childcare and Schools,1
17031440700,Cook County Land Bank,1
17031440700,Dining,5
17031440700,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031440700,Health Services,2
17031440700,Non-residential religious,1
17031440700,Personal Service,7
17031440700,Religious (except school or residence),2
17031440700,Retail,1
17031440700,Social Services & Political Advocacy,3
17031440700,Trade Service,1
17031440700,Unknown,1
17031440800,Childcare and Schools,2
17031440800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031440800,Personal Service,4
17031440800,Religious (except school or residence),1
17031440800,Retail,3
17031440800,Social Services & Political Advocacy,2
17031440900,Childcare and Schools,6
17031440900,Personal Service,9
17031440900,Religious (except school or residence),10
17031450300,Childcare and Schools,7
17031450300,Dining,6
17031450300,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031450300,Health Services,6
17031450300,Industrial,1
17031450300,Personal Service,15
17031450300,Public Services,1
17031450300,Religious (except school or residence),4
17031450300,Retail,14
17031450300,Service or Programmed Residential Space,2
17031450300,Social Services & Political Advocacy,1
17031450300,Trade Service,11
17031450300,"Wholesale, Storage and Transportation",3
17031460100,Childcare and Schools,3
17031460100,Dining,4
17031460100,F.I.R.E,3
17031460100,Personal Service,1
17031460100,Religious (except school or residence),5
17031460100,Retail,3
17031460100,Trade Service,1
17031460200,Childcare and Schools,1
17031460200,Dining,1
17031460200,Fitness,1
17031460200,Health Services,1
17031460200,Industrial,1
17031460200,Other,1
17031460200,Religious (except school or residence),3
17031460200,Retail,2
17031460200,Trade Service,7
17031460301,Arts and Entertainment,1
17031460301,Childcare and Schools,1
17031460301,Dining,2
17031460301,Industrial,1
17031460301,Personal Service,1
17031460301,Religious (except school or residence),2
17031460301,Retail,4
17031460301,Service or Programmed Residential Space,2
17031460301,Social Services & Political Advocacy,2
17031460302,Childcare and Schools,2
17031460302,F.I.R.E,2
17031460302,Health Services,1
17031460302,Personal Service,1
17031460302,Religious (except school or residence),7
17031460302,Retail,6
17031460302,Service or Programmed Residential Space,1
17031460302,Trade Service,3
17031460400,Arts and Entertainment,1
17031460400,Childcare and Schools,2
17031460400,Dining,2
17031460400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031460400,Personal Service,2
17031460400,Religious (except school or residence),2
17031460400,Retail,5
17031460400,Trade Service,1
17031460500,Arts and Entertainment,3
17031460500,Childcare and Schools,12
17031460500,Dining,3
17031460500,F.I.R.E,1
17031460500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031460500,Fitness,1
17031460500,Health Services,10
17031460500,Industrial,1
17031460500,Non-residential religious,3
17031460500,Personal Service,10
17031460500,Religious (except school or residence),15
17031460500,Retail,12
17031460500,Service or Programmed Residential Space,1
17031460500,Social Services & Political Advocacy,1
17031460500,Trade Service,6
17031460500,"Wholesale, Storage and Transportation",1
17031460800,Childcare and Schools,4
17031460800,Dining,3
17031460800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031460800,Other,1
17031460800,Personal Service,2
17031460800,Religious (except school or residence),4
17031460800,Retail,4
17031460800,Service or Programmed Residential Space,1
17031460800,Social Services & Political Advocacy,1
17031460800,Trade Service,3
17031461000,Childcare and Schools,3
17031461000,Dining,6
17031461000,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031461000,Health Services,9
17031461000,Industrial,2
17031461000,Personal Service,2
17031461000,Public Services,2
17031461000,Religious (except school or residence),4
17031461000,Retail,13
17031461000,Service or Programmed Residential Space,5
17031461000,Social Services & Political Advocacy,2
17031461000,Trade Service,2
17031470100,Retail,2
17031480100,Dining,1
17031480100,Fitness,1
17031480100,Other,1
17031480100,Personal Service,1
17031480200,Dining,5
17031480200,Health Services,3
17031480200,Personal Service,1
17031480200,Retail,2
17031480300,Childcare and Schools,2
17031480300,Retail,1
17031480300,"Wholesale, Storage and Transportation",1
17031480400,Childcare and Schools,4
17031480400,Health Services,3
17031480400,Personal Service,1
17031480400,Religious (except school or residence),1
17031480400,Retail,3
17031480400,Trade Service,1
17031480500,Cook County Land Bank,1
17031480500,Public Services,1
17031480500,Religious (except school or residence),1
17031480500,Retail,1
17031480500,Trade Service,1
17031490200,Arts and Entertainment,1
17031490200,Childcare and Schools,2
17031490200,Dining,2
17031490200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031490200,Health Services,1
17031490200,Personal Service,4
17031490200,Retail,5
17031490200,Trade Service,4
17031490200,Unknown,1
17031490500,Childcare and Schools,3
17031490500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031490500,Fitness,1
17031490500,Personal Service,1
17031490500,Religious (except school or residence),4
17031490500,Social Services & Political Advocacy,1
17031490500,Trade Service,1
17031490500,"Wholesale, Storage and Transportation",1
17031490600,Childcare and Schools,2
17031490600,Dining,1
17031490600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031490600,Health Services,1
17031490600,Personal Service,2
17031490600,Religious (except school or residence),3
17031490600,Retail,1
17031490600,Trade Service,2
17031490700,Childcare and Schools,2
17031490700,Dining,1
17031490700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031490700,Fitness,1
17031490700,Retail,2
17031490800,Childcare and Schools,4
17031490800,Cook County Land Bank,1
17031490800,Dining,6
17031490800,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031490800,Personal Service,4
17031490800,Religious (except school or residence),5
17031490800,Retail,8
17031490800,Service or Programmed Residential Space,1
17031490800,Social Services & Political Advocacy,2
17031490800,Trade Service,6
17031490800,"Wholesale, Storage and Transportation",1
17031490901,Childcare and Schools,2
17031490901,Cook County Land Bank,16
17031490901,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031490901,Personal Service,2
17031490901,Public Services,3
17031490901,Religious (except school or residence),8
17031490901,Retail,1
17031490901,Service or Programmed Residential Space,2
17031490901,Social Services & Political Advocacy,4
17031490901,Trade Service,2
17031490901,"Wholesale, Storage and Transportation",1
17031490902,Arts and Entertainment,1
17031490902,Childcare and Schools,4
17031490902,Cook County Land Bank,1
17031490902,Dining,2
17031490902,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031490902,Fitness,2
17031490902,Other,1
17031490902,Personal Service,3
17031490902,Religious (except school or residence),6
17031490902,Retail,6
17031490902,Service or Programmed Residential Space,2
17031490902,Social Services & Political Advocacy,2
17031490902,Trade Service,2
17031491000,Childcare and Schools,3
17031491000,Dining,2
17031491000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031491000,Health Services,2
17031491000,Industrial,1
17031491000,Personal Service,3
17031491000,Public Services,3
17031491000,Religious (except school or residence),6
17031491000,Retail,2
17031491000,Service or Programmed Residential Space,3
17031491000,Social Services & Political Advocacy,3
17031491000,Trade Service,4
17031491000,"Wholesale, Storage and Transportation",1
17031491100,Childcare and Schools,3
17031491100,Cook County Land Bank,8
17031491100,Dining,2
17031491100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031491100,Fitness,1
17031491100,Health Services,1
17031491100,Personal Service,3
17031491100,Religious (except school or residence),10
17031491100,Retail,8
17031491100,Social Services & Political Advocacy,3
17031491100,Trade Service,3
17031491100,"Wholesale, Storage and Transportation",1
17031491200,Childcare and Schools,4
17031491200,Cook County Land Bank,5
17031491200,Dining,1
17031491200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031491200,Health Services,3
17031491200,Personal Service,5
17031491200,Religious (except school or residence),3
17031491200,Retail,1
17031491200,Service or Programmed Residential Space,1
17031491200,Social Services & Political Advocacy,1
17031491200,Trade Service,7
17031491200,"Wholesale, Storage and Transportation",1
17031491300,Childcare and Schools,3
17031491300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031491300,Health Services,1
17031491300,Personal Service,1
17031491300,Public Services,1
17031491300,Religious (except school or residence),5
17031491300,Service or Programmed Residential Space,1
17031491300,Trade Service,1
17031491400,Arts and Entertainment,1
17031491400,Childcare and Schools,6
17031491400,Cook County Land Bank,8
17031491400,Dining,6
17031491400,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031491400,Health Services,6
17031491400,Personal Service,7
17031491400,Public Services,1
17031491400,Religious (except school or residence),10
17031491400,Retail,32
17031491400,Social Services & Political Advocacy,2
17031491400,Trade Service,4
17031500100,Childcare and Schools,2
17031500100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031500100,Religious (except school or residence),1
17031500100,Retail,1
17031500100,"Wholesale, Storage and Transportation",1
17031500200,Arts and Entertainment,1
17031500200,Childcare and Schools,1
17031500200,Dining,1
17031500200,Fitness,1
17031500200,Religious (except school or residence),1
17031500200,Retail,1
17031500200,Social Services & Political Advocacy,1
17031500200,"Wholesale, Storage and Transportation",2
17031500300,Childcare and Schools,1
17031500300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031500300,Personal Service,2
17031500300,Religious (except school or residence),1
17031500300,Retail,1
17031500300,Trade Service,1
17031510100,Dining,2
17031510100,Trade Service,1
17031510300,Dining,7
17031510300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031510300,Health Services,5
17031510300,Personal Service,2
